activity_id,customer_id,activity_timestamp,activity_type,device_type,platform,session_duration
ACT045665,CUST01639,2027-12-03,Login,Mobile,Web,11.95
ACT045666,CUST05484,2027-07-02,Payment,Mobile,Android,9.09
ACT045667,CUST14936,2024-04-20,Login,Mobile,Android,5.24
ACT045668,CUST40357,2026-01-26,View Account,Mobile,Web,24.01
ACT045669,CUST18857,2026-09-01,Withdrawal,Mobile,iOS,19.8
ACT045670,CUST28037,2028-11-19,View Account,Desktop,Android,11.64
ACT045671,CUST17430,2026-11-29,Withdrawal,Mobile,Windows,12.25
ACT045672,CUST05466,2025-01-27,Payment,Tablet,Web,36.22
ACT045673,CUST36815,2025-12-08,Login,Mobile,iOS,6.69
ACT045674,CUST22094,2026-06-20,,Mobile,Android,108.72
ACT045675,CUST10920,2026-03-01,Login,Tablet,Android,11.54
ACT045676,CUST30326,2026-08-25,Payment,Desktop,Android,78.91
ACT045677,CUST04825,2026-08-30,Login,Desktop,Android,65.27
ACT045678,CUST45107,2026-08-09,Logout,Desktop,Web,21.27
ACT045679,CUST08064,2029-01-26,Login,Mobile,iOS,14.46
ACT045680,CUST46738,2028-05-17,View Account,Desktop,Windows,11.88
ACT045681,CUST16993,2025-12-29,View Account,Desktop,Web,8.59
ACT045682,CUST25977,2025-01-21,Logout,Mobile,Web,7.44
ACT045683,CUST23863,2026-09-09,Logout,Mobile,Windows,22.62
ACT045684,CUST45324,2025-05-21,Profile Update,Mobile,Android,18.01
ACT045685,CUST07202,2026-01-30,View Account,Mobile,iOS,28.97
ACT045686,CUST18504,2025-05-16,View Account,Desktop,Android,36.2
ACT045687,CUST20552,2026-07-27,Login,Mobile,Android,25.54
ACT045688,CUST00953,2025-02-28,View Account,Tablet,iOS,77.32
ACT045689,CUST20522,2025-12-27,View Account,Mobile,Android,51.76
ACT045690,CUST35964,2025-11-13,Transfer,Mobile,Web,12.06
ACT045691,CUST46253,2027-02-06,View Account,Tablet,Web,19.12
ACT045692,CUST30971,2028-12-01,View Account,Mobile,Android,31.22
ACT045693,CUST41549,2027-07-21,Logout,Mobile,Web,9.32
ACT045694,CUST45879,2024-11-03,Deposit,Mobile,iOS,52.31
ACT045695,CUST43304,2028-06-03,,Desktop,iOS,42.67
ACT045696,CUST02976,2028-03-16,Login,Mobile,iOS,7.72
ACT045697,CUST31158,2027-01-05,Login,Desktop,Web,4.34
ACT045698,CUST27314,2024-01-29,View Account,Mobile,iOS,22.54
ACT045699,CUST28508,2023-12-20,Payment,Mobile,Android,21.47
ACT045700,CUST36094,2027-08-01,View Account,Mobile,iOS,13.42
ACT045701,CUST33502,2028-12-02,View Account,Mobile,Web,6.62
ACT045702,CUST21273,2026-04-30,View Account,,Android,44.7
ACT045703,CUST09398,2024-04-04,ProfileUpdate,Mobile,Android,2.53
ACT045704,CUST33471,2026-06-16,Payment,Mobile,Windows,16.82
ACT045705,CUST16187,2024-11-23,Payment,Mobile,Android,10.67
ACT045706,CUST03194,2028-07-01,,Mobile,Windows,10.03
ACT045707,CUST05528,2028-02-22,Transfer,Desktop,iOS,30.74
ACT045708,CUST44973,2026-09-09,Login,Mobile,iOS,10.57
ACT045709,CUST01322,2026-04-19,View Account,Desktop,iOS,3.01
ACT045710,CUST49547,2028-08-14,View Account,Mobile,Windows,
ACT045711,CUST00908,2023-10-21,View Account,Tablet,Android,8.67
ACT045712,CUST35913,2028-04-12,View Account,Tablet,Web,52.4
ACT045713,CUST40447,2026-01-04,Transfer,Mobile,Windows,8.15
ACT045714,CUST28240,2025-06-19,View Account,Mobile,Android,41.09
ACT045715,CUST05810,2029-04-30,Login,Desktop,Windows,12.7
ACT045716,CUST35478,2025-01-03,Logout,Desktop,iOS,13.52
ACT045717,CUST43595,2025-09-21,View Account,Mobile,Android,37.18
ACT045718,CUST26193,2025-06-16,Login,Mobile,Android,7.28
ACT045719,CUST29453,2026-05-31,View Account,Mobile,iOS,7.12
ACT045720,CUST25647,2023-06-10,Login,Mobile,Android,10.7
ACT045721,CUST01576,2024-12-01,View Account,Mobile,iOS,16.82
ACT045722,CUST32391,2026-07-10,Transfer,Mobile,Windows,18.23
ACT045723,CUST45573,2026-04-19,Login,Mobile,Windows,9.03
ACT045724,CUST45292,2028-02-05,View Account,Mobile,Android,22.09
ACT045725,CUST41105,2027-06-30,View Account,Mobile,Windows,34.51
ACT045726,CUST48224,2025-02-24,Logout,Mobile,iOS,13.53
ACT045727,CUST48759,2027-11-13,View Account,Desktop,iOS,5.84
ACT045728,CUST01442,2024-03-05,Transfer,Desktop,Android,17.23
ACT045729,CUST47364,2027-11-01,View Account,Mobile,Windows,26.88
ACT045730,CUST25784,2026-08-16,Withdrawal,Desktop,Android,24.92
ACT045731,CUST10451,2025-12-25,Withdrawal,Desktop,Web,26.23
ACT045732,CUST42026,2024-12-14,View Account,,ANDROID,11.96
ACT045733,CUST41851,2026-10-27,Transfer,Mobile,Android,14.26
ACT045734,CUST49425,2026-08-10,View Account,Mobile,iOS,39.15
ACT045735,CUST06265,2026-02-11,View Account,Mobile,Android,40.18
ACT045736,CUST20511,2026-12-28,Payment,Mobile,Windows,59.83
ACT045737,CUST11048,2025-12-24,View Account,Mobile,Web,62.81
ACT045738,CUST12660,2024-03-05,Transfer,Mobile,Android,11.21
ACT045739,CUST15176,2026-09-13,Login,Tablet,Windows,2.23
ACT045740,CUST46811,2028-07-01,Payment,Desktop,Windows,20.7
ACT045741,CUST04747,2026-05-05,View Account,Mobile,iOS,28.32
ACT045742,CUST48533,2026-10-18,Login,Mobile,iOS,49.47
ACT045743,CUST18463,2026-06-01,View Account,Mobile,Android,9.96
ACT045744,CUST32397,2027-02-27,Login,Desktop,Android,37.26
ACT045745,CUST07092,2026-12-30,Login,Mobile,Android,33.19
ACT045746,CUST46410,2024-04-11,View Account,Tablet,iOS,11.31
ACT045747,CUST42820,2026-09-27,Payment,Desktop,iOS,16.57
ACT045748,CUST42949,2027-07-14,View Account,Mobile,Web,26.17
ACT045749,CUST09532,2026-06-16,Login,Mobile,iOS,22.98
ACT045750,CUST32855,2024-05-02,Payment,Mobile,Web,15.64
ACT045751,CUST32346,2026-12-04,View Account,Mobile,Android,5.11
ACT045752,CUST20269,2025-10-21,Login,Mobile,Web,33.21
ACT045753,CUST26095,2025-11-08,Transfer,Mobile,Android,
ACT045754,CUST38337,2027-08-04,View Account,Mobile,iOS,20.6
ACT045755,CUST41767,2028-09-22,Logout,Mobile,Web,18.57
ACT045756,CUST02987,2024-05-06,Payment,Mobile,Android,8.42
ACT045757,CUST10998,2027-08-14,View Account,Mobile,Windows,22.42
ACT045758,CUST18901,2027-03-09,View Account,,Windows,27.03
ACT045759,CUST11519,2025-08-04,Payment,Mobile,Web,32.85
ACT045760,CUST45483,2025-03-13,Deposit,Mobile,Android,22.55
ACT045761,CUST46201,2026-12-28,View Account,Desktop,Android,2.39
ACT045762,CUST05720,2026-10-15,View Account,Tablet,iOS,8.29
ACT045763,CUST42148,2024-03-29,Login,Desktop,iOS,27.77
ACT045764,CUST09980,2027-02-03,Logout,Mobile,iOS,36.07
ACT045765,CUST09279,2024-08-20,Login,Mobile,Android,22.3
ACT045766,CUST25267,2025-02-01,View Account,Mobile,iOS,25.27
ACT045767,CUST36689,2025-12-19,View Account,Mobile,iOS,13.62
ACT045768,CUST30399,2025-07-26,Logout,Mobile,Android,16.91
ACT045769,CUST41000,2025-07-07,Login,Desktop,Android,4.88
ACT045770,CUST10258,2025-10-21,View Account,Mobile,Android,7.35
ACT045771,CUST35556,2024-04-24,Profile Update,Desktop,Android,7.57
ACT045772,CUST36999,2028-05-06,View Account,Mobile,Android,5.45
ACT045773,CUST28831,2024-05-18,View Account,Mobile,Web,10.75
ACT045774,CUST10793,2025-02-03,Logout,,iOS,6.89
ACT045775,CUST16479,2026-04-24,View Account,Desktop,Android,6.29
ACT045776,CUST40857,2025-07-13,View Account,Mobile,Web,74.83
ACT045777,CUST37300,2028-05-02,View Account,Mobile,iOS,18.76
ACT045778,CUST24995,2024-02-29,,Mobile,Android,2.73
ACT045779,CUST07677,2026-01-26,Logout,Desktop,Android,19.67
ACT045780,CUST49189,2025-12-14,View Account,Mobile,iOS,34.2
ACT045781,CUST34776,2028-06-02,Payment,Mobile,iOS,10.1
ACT045782,CUST05464,2026-07-07,Login,Mobile,Windows,8.36
ACT045783,CUST14905,2025-02-14,View Account,Desktop,iOS,20.28
ACT045784,CUST38011,2025-08-24,Logout,Mobile,iOS,5.47
ACT045785,CUST16839,2026-11-05,View Account,Tablet,iOS,19.1
ACT045786,CUST44704,2025-05-06,Deposit,Mobile,iOS,8.58
ACT045787,CUST47049,2028-12-27,Transfer,Mobile,iOS,13.03
ACT045788,CUST34873,2027-07-03,View Account,Desktop,iOS,29.88
ACT045789,CUST39270,2026-12-31,View Account,Mobile,iOS,13.88
ACT045790,CUST09497,2026-06-28,Transfer,Mobile,Web,80.2
ACT045791,CUST08219,2025-04-05,Login,Mobile,Android,9.73
ACT045792,CUST46771,2026-01-23,View Account,Mobile,iOS,19.52
ACT045793,CUST49413,2024-06-28,Transfer,Mobile,Android,-72.0
ACT045794,CUST06033,2026-08-16,View Account,Desktop,iOS,15.83
ACT045795,CUST37686,2025-09-03,View Account,,Web,13.82
ACT045796,CUST13950,2024-11-10,Login,Desktop,Android,3.32
ACT045797,CUST39910,2024-08-05,Payment,Mobile,iOS,39.91
ACT045798,CUST48733,2024-09-22,Payment,Desktop,Android,16.12
ACT045799,CUST37287,2027-10-01,,Mobile,Android,34.89
ACT045800,CUST00575,2024-12-05,Logout,Desktop,Android,28.42
ACT045801,CUST16987,2026-02-11,View Account,Mobile,Android,48.31
ACT045802,CUST12398,2026-11-03,Payment,Mobile,iOS,15.32
ACT045803,CUST49237,2027-07-11,Payment,Desktop,iOS,3.59
ACT045804,CUST46720,2025-10-09,View Account,Mobile,iOS,31.92
ACT045805,CUST33496,2024-02-16,Payment,Tablet,Android,44.11
ACT045806,CUST42275,2026-06-04,View Account,Desktop,Android,21.64
ACT045807,CUST34792,2025-12-12,Withdrawal,Mobile,iOS,14.5
ACT045808,CUST27033,2025-12-12,Login,Mobile,Android,4.0
ACT045809,CUST29970,2024-11-29,Deposit,Desktop,Android,10.88
ACT045810,CUST32814,2025-01-01,Login,Mobile,iOS,21.89
ACT045811,CUST07606,2027-07-10,Login,Mobile,Windows,30.64
ACT045812,CUST42649,2026-04-17,Logout,Desktop,Android,20.45
ACT045813,CUST04195,2026-07-01,View Account,Mobile,Web,31.73
ACT045814,CUST00579,2026-07-01,Payment,Mobile,iOS,91.49
ACT045815,CUST18590,2023-08-10,View Account,Desktop,Windows,9.38
ACT045816,CUST06326,2028-03-17,View Account,Mobile,Android,22.96
ACT045817,CUST10266,2026-11-25,Transfer,Mobile,iOS,11.38
ACT045818,CUST01271,2026-08-26,,Desktop,Web,20.74
ACT045819,CUST03058,2027-01-25,Payment,Mobile,iOS,17.0
ACT045820,CUST24449,2027-01-08,View Account,Desktop,Windows,41.39
ACT045821,CUST34520,2025-10-17,View Account,Mobile,Android,15.88
ACT045822,CUST19624,2028-01-10,View Account,Desktop,Android,2.54
ACT045823,CUST12078,2026-01-03,Logout,Mobile,Android,12.73
ACT045824,CUST12587,2027-02-01,Logout,Desktop,Android,24.95
ACT045825,CUST08725,2026-10-08,Transfer,Desktop,iOS,14.69
ACT045826,CUST00869,2026-07-27,Deposit,Mobile,Android,29.4
ACT045827,CUST31756,2028-10-26,Login,Desktop,Windows,9.7
ACT045828,CUST08043,2025-06-13,Payment,Mobile,Web,38.89
ACT045829,CUST10863,2024-04-05,View Account,Mobile,Android,16.3
ACT045830,CUST34528,2027-06-02,Deposit,Mobile,Android,23.39
ACT045831,CUST49767,2025-03-20,View Account,Mobile,Web,22.37
ACT045832,CUST02411,2026-07-19,Payment,Mobile,Android,16.22
ACT045833,CUST49911,2027-06-22,Login,Mobile,Web,8.15
ACT045834,CUST42548,2025-03-29,View Account,Desktop,iOS,15.51
ACT045835,CUST29573,2026-01-16,Login,Mobile,Android,13.39
ACT045836,CUST46123,2028-04-07,View Account,Mobile,Android,13.93
ACT045837,CUST48056,2026-04-28,Login,Mobile,Web,10.22
ACT045838,CUST42475,2023-06-23,Transfer,Mobile,Android,8.0
ACT045839,CUST40955,2026-05-14,Transfer,Tablet,iOS,16.14
ACT045840,CUST04627,2027-03-20,Transfer,Tablet,iOS,9.93
ACT045841,CUST19221,2024-11-18,Payment,Mobile,Web,12.25
ACT045842,CUST14453,2023-03-02,Login,Mobile,iOS,39.16
ACT045843,CUST07211,2025-01-04,Login,Desktop,Android,10.98
ACT045844,CUST48546,2026-01-01,View Account,Mobile,Android,3.45
ACT045845,CUST47467,2027-11-10,Withdrawal,Desktop,Android,7.13
ACT045846,CUST23718,2028-03-04,Logout,Mobile,Windows,14.43
ACT045847,CUST43226,2028-10-22,Login,Tablet,Android,40.53
ACT045848,CUST46259,2024-07-03,View Account,Mobile,Android,73.23
ACT045849,CUST43143,2026-12-10,View Account,Mobile,Android,7.33
ACT045850,CUST21989,2026-06-04,View Account,Mobile,Web,15.55
ACT045851,CUST16340,2026-10-25,Logout,Mobile,Android,9.92
ACT045852,CUST46212,2025-01-02,View Account,Mobile,Web,24.73
ACT045853,CUST29113,2025-10-24,Login,Mobile,iOS,13.02
ACT045854,CUST29103,2026-09-01,Logout,Mobile,Web,14.15
ACT045855,CUST36796,2026-11-21,Transfer,Mobile,Android,7.11
ACT045856,CUST39996,2028-04-14,View Account,Mobile,iOS,6.3
ACT045857,CUST00285,2027-09-27,View Account,Mobile,Android,6.07
ACT045858,CUST42446,2025-10-03,Logout,Mobile,iOS,18.9
ACT045859,CUST46300,2024-10-01,Login,Mobile,Android,19.64
ACT045860,CUST45315,2027-10-26,Deposit,Mobile,Android,19.59
ACT045861,CUST49757,2025-08-05,Login,Mobile,Web,5.99
ACT045862,CUST47485,2025-12-16,View Account,Mobile,iOS,15.4
ACT045863,CUST25538,2025-06-16,Payment,Mobile,Web,14.58
ACT045864,CUST01605,2027-05-01,View Account,Tablet,Web,7.32
ACT045865,CUST07256,2028-07-25,View Account,Desktop,Windows,13.74
ACT045866,CUST05407,2025-12-26,View Account,Tablet,Android,9.54
ACT045867,CUST44553,2025-02-27,Payment,Mobile,Web,6.31
ACT045868,CUST16175,2027-07-26,Deposit,Desktop,Android,4.68
ACT045869,CUST34935,2027-02-24,Login,Mobile,iOS,10.77
ACT045870,CUST01629,2028-08-30,Login,Mobile,Android,8.27
ACT045871,CUST43109,2026-06-28,View Account,Mobile,Android,7.71
ACT045872,CUST16633,2027-02-13,Logout,Mobile,Web,14.1
ACT045873,CUST03407,2024-04-15,Profile Update,Mobile,Android,13.11
ACT045874,CUST45376,2026-01-01,View Account,Mobile,iOS,7.6
ACT045875,CUST05409,2028-01-31,View Account,Mobile,Web,1.61
ACT045876,CUST48684,2025-12-03,View Account,Mobile,Android,22.22
ACT045877,CUST43799,2026-04-02,Logout,Mobile,iOS,8.86
ACT045878,CUST49744,2027-05-03,View Account,Mobile,Android,13.24
ACT045879,CUST03949,2025-06-21,View Account,Mobile,Windows,27.17
ACT045880,CUST03648,2026-12-19,Payment,Mobile,Android,6.88
ACT045881,CUST34289,2027-02-04,Transfer,Desktop,Android,26.62
ACT045882,CUST18984,2024-02-24,View Account,Mobile,iOS,12.73
ACT045883,CUST19377,2025-07-01,Login,Desktop,iOS,5.09
ACT045884,CUST33061,2026-03-01,View Account,Tablet,Android,20.49
ACT045885,CUST46493,2027-09-12,Payment,Mobile,Windows,14.62
ACT045886,CUST17168,2025-12-26,Login,Tablet,Android,21.88
ACT045887,CUST38026,2027-11-13,Payment,,iOS,9.17
ACT045888,CUST46805,2026-01-10,Withdrawal,Mobile,iOS,35.68
ACT045889,CUST19803,2026-06-16,Payment,Desktop,Web,8.16
ACT045890,CUST29807,2027-06-12,Login,Desktop,Android,40.97
ACT045891,CUST12193,2025-07-24,Logout,Desktop,iOS,24.71
ACT045892,CUST36512,2027-04-13,View Account,Mobile,Web,19.91
ACT045893,CUST36583,2026-04-29,Logout,Desktop,iOS,24.34
ACT045894,CUST03140,2026-04-24,Login,Tablet,iOS,4.49
ACT045895,CUST27609,2025-07-24,Transfer,,Web,62.76
ACT045896,CUST00521,2025-12-03,Payment,Mobile,Android,63.42
ACT045897,CUST22627,2025-05-11,Login,Mobile,iOS,8.63
ACT045898,CUST37302,2028-04-30,Login,Mobile,iOS,79.96
ACT045899,CUST03221,2028-01-01,Payment,Mobile,iOS,18.1
ACT045900,CUST44379,2025-05-06,Login,Mobile,Android,30.7
ACT045901,CUST48143,2027-08-26,Login,Mobile,iOS,4.89
ACT045902,CUST19042,2026-06-20,Login,Mobile,Windows,20.86
ACT045903,CUST05294,2024-11-30,View Account,Mobile,Android,24.11
ACT045904,CUST34331,2025-08-13,View Account,Mobile,Web,
ACT045905,CUST12842,2024-09-01,View Account,Mobile,Android,7.57
ACT045906,CUST11335,2027-01-24,Transfer,Mobile,Windows,5.95
ACT045907,CUST41904,2027-02-02,Logout,Mobile,iOS,6.36
ACT045908,CUST09183,2027-03-26,Login,Tablet,Android,91.88
ACT045909,CUST49727,2027-11-17,View Account,Mobile,Web,21.52
ACT045910,CUST04517,2026-01-08,Logout,Mobile,Web,52.69
ACT045911,CUST26958,2024-12-15,Login,Mobile,iOS,21.86
ACT045912,CUST17403,2025-02-13,Transfer,Desktop,iOS,16.17
ACT045913,CUST42852,2024-06-20,View Account,Desktop,iOS,15.77
ACT045914,CUST16242,2024-12-14,Login,Mobile,Web,29.17
ACT045915,CUST33932,2024-09-26,View Account,Mobile,Android,12.26
ACT045916,CUST07374,2026-12-20,View Account,Desktop,iOS,23.26
ACT045917,CUST35456,2025-06-23,,Desktop,Android,5.76
ACT045918,CUST39394,2024-07-25,View Account,Mobile,Windows,28.0
ACT045919,CUST34755,2027-01-01,,Desktop,iOS,6.15
ACT045920,CUST49758,2024-05-24,Deposit,Mobile,Android,21.82
ACT045921,CUST40197,2026-05-09,View Account,Mobile,Android,7.96
ACT045922,CUST31916,2023-08-22,Logout,Desktop,Web,47.84
ACT045923,CUST22951,2026-08-27,Payment,Mobile,Web,3.07
ACT045924,CUST06673,2026-09-10,View Account,Mobile,iOS,13.96
ACT045925,CUST11124,2028-06-02,Login,Desktop,Android,6.96
ACT045926,CUST33025,2026-06-09,View Account,Mobile,Windows,32.5
ACT045927,CUST49343,2025-03-03,Transfer,Mobile,Android,3.33
ACT045928,CUST40789,2027-02-07,Payment,Mobile,Android,15.35
ACT045929,CUST41936,2027-11-07,Login,Mobile,Android,7.73
ACT045930,CUST42933,2024-10-07,View Account,Mobile,iOS,1.7
ACT045931,CUST02726,2025-01-16,Payment,Mobile,iOS,21.72
ACT045932,CUST34104,2023-06-22,Login,Mobile,Android,8.06
ACT045933,CUST44931,2027-02-03,,Mobile,Windows,11.78
ACT045934,CUST21835,2027-08-29,Login,Mobile,Android,13.42
ACT045935,CUST13330,2025-06-12,Payment,Mobile,Android,12.28
ACT045936,CUST39641,2025-11-06,View Account,Desktop,iOS,26.27
ACT045937,CUST25695,2028-09-16,Payment,Tablet,Web,12.38
ACT045938,CUST05048,2024-11-15,View Account,Mobile,iOS,48.46
ACT045939,CUST44669,2026-01-11,Profile Update,Desktop,Android,6.75
ACT045940,CUST11058,2028-12-22,Login,Mobile,iOS,25.27
ACT045941,CUST22421,2027-04-12,Transfer,Mobile,Windows,11.65
ACT045942,CUST09533,2026-12-29,Login,Desktop,Windows,8.37
ACT045943,CUST30361,2027-01-17,Login,Tablet,iOS,31.27
ACT045944,CUST36099,2027-10-13,Logout,Desktop,Android,33.97
ACT045945,CUST49612,2026-09-02,Login,Mobile,Android,18.34
ACT045946,CUST43770,2025-12-03,Deposit,Mobile,iOS,15.31
ACT045947,CUST43395,2025-03-21,Logout,Mobile,iOS,54.6
ACT045948,CUST05500,2028-03-01,Withdrawal,Mobile,iOS,8.83
ACT045949,CUST07530,2025-11-16,Transfer,Mobile,Android,3.03
ACT045950,CUST30427,2025-03-08,Transfer,Mobile,Android,22.2
ACT045951,CUST12660,2025-05-18,View Account,Tablet,Android,57.95
ACT045952,CUST35534,2026-04-19,Logout,Mobile,Web,7.24
ACT045953,CUST08276,2026-11-06,View Account,Mobile,iOS,
ACT045954,CUST03050,2025-02-25,View Account,Desktop,Android,18.13
ACT045955,CUST43487,2027-05-29,Transfer,Mobile,iOS,27.59
ACT045956,CUST49462,2026-06-12,View Account,Desktop,Android,
ACT045957,CUST45426,2028-02-20,Profile Update,Desktop,iOS,13.11
ACT045958,CUST48642,2026-01-29,Deposit,Mobile,Android,27.35
ACT045959,CUST28640,2026-06-28,Login,Tablet,Android,21.25
ACT045960,CUST12028,2027-03-16,Withdrawal,Tablet,iOS,13.93
ACT045961,CUST31447,2026-04-28,View Account,Desktop,iOS,33.57
ACT045962,CUST22127,2028-07-19,View Account,Mobile,Windows,6.73
ACT045963,CUST01958,2024-04-15,Transfer,,Android,45.86
ACT045964,CUST26295,2027-02-18,Login,Mobile,Android,18.59
ACT045965,CUST37677,2025-06-08,Withdrawal,Mobile,iOS,5.28
ACT045966,CUST46397,2027-11-23,View Account,Mobile,Windows,6.38
ACT045967,CUST31378,2026-11-14,View Account,Tablet,Android,4.75
ACT045968,CUST06551,2026-11-15,Transfer,Mobile,iOS,10.06
ACT045969,CUST20595,2027-09-07,Payment,Mobile,Web,-127.0
ACT045970,CUST40086,2028-08-07,Login,Mobile,Android,7.45
ACT045971,CUST31105,2024-12-14,View Account,Mobile,Android,26.54
ACT045972,CUST02746,2025-07-27,Logout,Mobile,iOS,
ACT045973,CUST20616,2026-04-25,Login,Mobile,iOS,26.18
ACT045974,CUST44990,2028-11-09,Payment,Mobile,Web,8.82
ACT045975,CUST49008,2025-05-03,,Mobile,Windows,25.02
ACT045976,CUST37274,2027-05-30,View Account,Mobile,Web,28.72
ACT045977,CUST11524,2026-04-09,Withdrawal,Mobile,Android,21.39
ACT045978,CUST17910,2026-02-25,Login,Desktop,Windows,14.45
ACT045979,CUST28095,2025-09-05,View Account,Desktop,Web,14.92
ACT045980,CUST38353,2025-08-01,Transfer,Desktop,Web,23.72
ACT045981,CUST25525,2027-03-28,Withdrawal,Tablet,iOS,46.72
ACT045982,CUST44936,2024-09-23,View Account,Mobile,Web,5.43
ACT045983,CUST19834,2027-11-28,View Account,Mobile,Android,19.55
ACT045984,CUST46550,2024-11-20,View Account,Desktop,Windows,21.2
ACT045985,CUST34413,2026-02-09,Transfer,Mobile,Android,7.58
ACT045986,CUST11513,2027-03-21,Login,Mobile,Web,7.88
ACT045987,CUST22937,2028-04-17,Deposit,Mobile,Android,7.46
ACT045988,CUST32684,2028-07-03,Login,Tablet,Web,38.59
ACT045989,CUST21968,2024-08-26,Withdraw,Mobile,Web,18.2
ACT045990,CUST06965,2026-04-13,Logout,Mobile,iOS,10.47
ACT045991,CUST44733,2026-11-20,Login,Desktop,Android,7.26
ACT045992,CUST01552,2025-10-13,Payment,Mobile,iOS,19.11
ACT045993,CUST37710,2028-10-31,Login,Desktop,Web,5.41
ACT045994,CUST33541,2025-04-07,Payment,Mobile,Android,33.84
ACT045995,CUST22219,2025-01-31,Withdrawal,Mobile,iOS,18.8
ACT045996,CUST23402,2025-10-26,Deposit,Desktop,Windows,10.61
ACT045997,CUST13369,2024-09-14,Login,,Android,19.97
ACT045998,CUST43185,2025-12-27,Transfer,Mobile,Android,116.09
ACT045999,CUST35852,2027-02-09,Payment,Mobile,Android,8.67
ACT046000,CUST44225,2028-07-22,Login,Desktop,Web,9.37
ACT046001,CUST33187,2025-01-08,View Account,Mobile,Web,12.5
ACT046002,CUST49313,2025-12-29,Deposit,Mobile,iOS,6.02
ACT046003,CUST25600,2024-12-16,View Account,Mobile,Android,25.52
ACT046004,CUST21859,2028-03-11,View Account,Desktop,Android,14.67
ACT046005,CUST17720,2027-03-18,View Account,Desktop,iOS,82.92
ACT046006,CUST12250,2024-12-26,Login,Mobile,iOS,20.0
ACT046007,CUST32488,2025-03-25,Profile Update,Mobile,Web,14.46
ACT046008,CUST46400,2025-05-27,View Account,Desktop,Android,8.14
ACT046009,CUST11292,2025-02-12,Logout,Mobile,Android,15.81
ACT046010,CUST31884,2025-05-22,View Account,Desktop,Web,16.84
ACT046011,CUST34855,2023-10-21,Profile Update,Mobile,iOS,5.82
ACT046012,CUST38605,2027-01-03,Transfer,Mobile,iOS,
ACT046013,CUST00578,2028-02-28,View Account,Tablet,Windows,37.21
ACT046014,CUST00639,2025-07-17,View Account,Mobile,iOS,3.48
ACT046015,CUST05040,2026-03-31,Login,Mobile,iOS,14.02
ACT046016,CUST09408,2027-11-16,Login,Desktop,Web,52.59
ACT046017,CUST00675,2025-06-06,Deposit,Desktop,Web,21.3
ACT046018,CUST25716,2026-06-20,View Account,Desktop,Web,40.87
ACT046019,CUST16958,2025-11-22,Login,Mobile,Android,11.4
ACT046020,CUST35296,2026-08-19,Login,Mobile,Web,47.76
ACT046021,CUST21885,2028-01-19,View Account,Desktop,Android,15.63
ACT046022,CUST39193,2026-02-16,Withdrawal,Mobile,iOS,26.03
ACT046023,CUST26355,2026-11-28,View Account,Mobile,Web,20.62
ACT046024,CUST12026,2025-04-16,Login,Mobile,Android,29.35
ACT046025,CUST29117,2027-11-04,Login,Tablet,Android,22.11
ACT046026,CUST17622,2026-08-22,Logout,Mobile,Android,25.37
ACT046027,CUST35267,2026-12-22,Payment,Mobile,Windows,7.38
ACT046028,CUST13459,2026-12-25,Login,Mobile,Windows,28.27
ACT046029,CUST31031,2026-05-31,Transfer,Mobile,Android,7.8
ACT046030,CUST10598,2025-01-03,Withdrawal,Desktop,Android,81.73
ACT046031,CUST29091,2026-07-31,Logout ,Desktop,Android,1.31
ACT046032,CUST23102,2025-03-17,View Account,Desktop,iOS,36.55
